Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
12924,Dr Aziz Mohamed Medical Clinic,Nairobi,Nairobi,Dagoretti North,kilimani,Medical Clinic,Private Practice - Unspecified,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr Aziz Mohamed ,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20086,Dr Barnados House clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Mugumoini,Mugumoini,Opposite Wilson Airport,LANG'ATA,Nairobi West,0,0,,,,,P.O Box 44261,,Nairobi,00100,Margaret Chege,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19418,Dr Chaundry Dental Services (Nairobi),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Unspecified,Central,Central,Located along Muranga Rd(opposite Meridian Hotel),STAREHE,,0,0,,,,,,,,,Dr Chaundry,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19564,Dr David Chew Clinic,Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - Medical Specialist,Central,Central,Kimathi Street,STAREHE,City Market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19565,Dr Eliud Njuguna (Parklands),Nairobi,Nairobi,Westlands,Parklands,Medical Clinic,Private Practice - Medical Specialist,Parklands,,,WESTLANDS,,0,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18778,Dr Florence Murila (Ngong Road),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Medical Specialist,Kilimani,Kilimani,Along Ngong road between Coptic Hospital and Baptist Church at Bemuda Plaza,DAGORETTI NORTH,Nairobi,0,0,0208021471,,0715628854,fmurila@gmail.com,P.O Box 54071,,Nairobi,00200,Dr. Florence Murila,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12922,Dr Gachare Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Enterprise (Institution),Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr  Gachare ,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19425,Dr George Munene Medical Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located at Hazina Towers(1st Flr),STAREHE,City Market,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19567,Dr Gichuru Mwangi,Nairobi,Nairobi,Westlands,Parklands,Medical Clinic,Private Practice - Medical Specialist,Parklands,Parklands,,WESTLANDS,,0,0,,,,,,,,,,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19563,Dr Henry Abwao,Nairobi,Nairobi,Westlands,Parklands,Medical Clinic,Private Practice - Medical Specialist,Parklands,,,WESTLANDS,,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18807,Dr Irimu Medical Clinic,Nairobi,Nairobi,Kibra,Woodley,Medical Clinic,Private Practice - General Practitioner,Golfcourse,Golfcourse,,KIBRA,APA Arcade ,0,0,0202726042,,0722513837,Admin@irimuclinic.co.ke,P.O Box 00100-2575,,Nairobi,00100,Dr Irimu,Hospital Director,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19961,Dr J A Alouch,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Enterprise (Institution),,,,DAGORETTI NORTH,,0,0,,,,,,,,,Dr. J.A.Aluoch,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19522,Dr J L Amugugaba Clinic (Nairobi),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,In CBD,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19468,Dr Jemmah & Nyawange Med Clinic,Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located at Afya Centre,STAREHE,,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19286,Imani Medical Clinic ( Mathare A 4),Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Ruaraka,Utalii,Thika road Just behind KCA University,ROYSAMBU,Just behind KCA University,0,0,,,,,,,,,Jeremia Muchache,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17685,Imara Health Centre,Nairobi,Nairobi,Embakasi South,Embakasi,Health Centre,Christian Health Association of Kenya,Mukuru,Mukuru Kwa Njenga,Near Mukuru Aa Offices Opposite New MUkuru Health Centre,EMBAKASI SOUTH,Nairobi,6,1,0752170675,,0724170675,imaramed@yahoo.com,P.O Box 8237,,Nairobi,00100,Joshua Masage Onga'yo,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12981,Imara Medical Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Enterprise (Institution),Mukuru Nyayo,Mukuru Nyayo,,EMBAKASI SOUTH,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19574,Imenti Medical Centre,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Unspecified,Central,Central,,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19646,Dr Mboloi Clinic,Nairobi,Nairobi,Kibra,Kenyatta,Medical Clinic,Private Practice - General Practitioner,Kenyatta,Kenyatta,Knh,KIBRA,Knh,0,0,0202726300,,0722882936,,,,,,Dr Ndambuki Mboloi,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12925,Dr MOHamed Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Practice - Unspecified,Maringo,Maringo,Along Jogoo Road Near Uhuru Market,MAKADARA,Uhuru Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12926,Dr Montet Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Unspecified,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr Montet ,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12927,Dr Muasya Medical Clinic,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Unspecified,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr Muasya ,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19981,Dr Muhindi Clinic (Kilimani),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - General Practitioner,,,"New Nairobi Hospital Doctors Plaza, 2nd Floor",DAGORETTI NORTH,CBD Nbi,0,0,,,,,,,Nairobi,00100,Dr. Muhindi Wanjugu,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19979,Dr Mureithi Clinic (Kilimani),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - General Practitioner,,,NSSF building wing A 12th floor,DAGORETTI NORTH,CBD Nbi,0,0,,,,,,,Nairobi,00100,Dr. Muchiri Mureithii,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19416,Dr Musili Clinic (Afya Centre-Nairobi),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Medical Specialist,Central,Central,Located at Afya Centre-Tom Mboya street,STAREHE,Wakulima Mkt,0,0,,,,,,,,,Dr Musili,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12889,Cana Family Life Clinic,Nairobi,Nairobi,Makadara,Viwandani,Maternity Home,Non-Governmental Organizations,Viwandani,Lungalunga,Along Lungalunga Road Sinai Stage At Carton Industry,MAKADARA,Sinai,12,0,0721258795,,0721218031,,P.O Box 55292,,Nairobi,00200,Mary Mambo,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12890,Canaan Health Providers (Nairobi),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Enterprise (Institution),City Square,,"Situated at ""CORNER HOUSE' 1st Fr-opp. Hilton Hotel",STAREHE,Nairobi,0,0,020341896,0202230697,,canaan@wananchi.com,P.O Box 26557,,Nairobi,00100,Susan Musuva,Hospital Director,N,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12891,Carolina For Kibera VCT,Nairobi,Nairobi,Kibra,Sarang'ombe,Medical Clinic,Non-Governmental Organizations,Sarang'ombe,Olympic,Near Olympic Primary school,KIBRA,Olympic Estate,0,0,0208040633,,,info@carolinaforkibera.org,P.O Box 10763,0721361761,Nairobi,00100,Ben Haggai,,N,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
18484,Catholic Dispensary Kariobangi,Nairobi,Nairobi,Embakasi North,Kasarani,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,kariobangi ,kariobangi,"juja rd ,light industries in side catholic church",EMBAKASI NORTH,"light industries, inside kariobangi ,catholic church",0,0,0202069875,,0717523601,,P.O Box 47714,,Nairobi,00100,Sr Paula Thorach,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12892,Catholic University Dispensary,Nairobi,Nairobi,Langata,Langata,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Langata,,Off Langata Road after The Galleria Mall towards Karen.,LANG'ATA,Bomas (Galleria mall),0,0,,,,,,,,,Sister Elizabeth,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
19974,Central Bank Staff Clinic,Nairobi,Nairobi,Starehe,City Centre,Medical Clinic,State Coorporation,City Cenre,CBD,Situated at CBK Pensions Hse-3rd Flr-Harambee Avenue,STAREHE,,0,0,0202861410,,,comms@centralbank.go.ke,,,,,Dr. V.Indeche,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19578,Central Medical Clinic (Nairobi),Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,CBD,STAREHE,City Market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19531,Central Park Clinic,Nairobi,Nairobi,Dagoretti North,Riruta,Dispensary,Private Practice - General Practitioner,Riruta,Kabiria,near 4 w stage,DAGORETTI NORTH,near 4 w stage,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
21148,CFW Clinics Kibagare,Nairobi,Nairobi,Westlands,Kitisuru,Health Centre,Non-Governmental Organizations,,,inside Kibagare Slum,WESTLANDS,Near Kangemi Market,0,0,,,0716624022,,P.O Box 1630,,Nairobi,00606,Elizabeth Karwitha,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12893,Chandaria Health Centre,Nairobi,Nairobi,Dagoretti South,Dagoretti,Health Centre,Community,Uthiru/Ruthimitu,Gachui,,DAGORETTI SOUTH,Dagoretti Market,0,0,,,,,,,,,Mrs Waweru,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19569,Dr Ngathia Dental Clinic,Nairobi,Nairobi,Starehe,central,Dental Clinic,Private Practice - Unspecified,Central,Central,,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19423,Dr Nzuki Hildapaed Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - Medical Specialist,Central,Central,Located at I.C.E.A. bldg-(Kenyatta Avenue),STAREHE,City Market,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19426,Dr Parmar Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located along Biashara Street,STAREHE,City Market,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19480,Dr Parmar Medical Clinic (Nairobi),Nairobi,Nairobi,Starehe,central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located in CBD-Tubman Road,STAREHE,,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20105,Dr Paul Ondiege Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,"Lemuma Chemist Annex, Mfangano Hse",STAREHE,Wakulima Mkt,0,0,,,0722832267,,,,Nairobi,00200,Dr Ondiege,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19534,Dr Praful M Sanghani,Nairobi,Nairobi,Starehe,central,Dental Clinic,Private Practice - Unspecified,Central,Central,old  Mutual building,STAREHE,CBD,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19576,Dr Rosaline Thara Dental Clinic,Nairobi,Nairobi,Starehe,central,Dental Clinic,Private Practice - Unspecified,Central,Central,Moi Avenue,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12875,Babadogo (EDARP),Nairobi,Nairobi,Ruaraka,Kasarani,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Ruaraka,,,RUARAKA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
12876,Babadogo Health Centre,Nairobi,Nairobi,Ruaraka,Kasarani,Dispensary,Local Authority,Ruaraka,,,RUARAKA,Nairobi,0,0,,,,,P.O Box 30108,,Nairobi,00200,Mary Kimaku,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12877,Babadogo Medical Health Centre,Nairobi,Nairobi,Ruaraka,Kasarani,Health Centre,Private Enterprise (Institution),Githurai,,,RUARAKA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
19296,Babito Medical Centre,Nairobi,Nairobi,Ruaraka,Ruaraka ,Medical Clinic,Private Practice - General Practitioner,Ruaraka,Utalii,Thika road Next to stage 29/30,RUARAKA,Next to stage 29/30,0,0,,,,,,,,,Tabitha Rakewa,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19557,Bafana Medical Centre,Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Private Enterprise (Institution),Kangemi,,,WESTLANDS,,0,2,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12878,Bahati Clinic,Nairobi,Nairobi,Makadara,Pumwani,Dispensary,Local Authority,Bahati,Bahati,Near Morrison Pri school or PCEA Bahati,MAKADARA,Bahati,0,0,,,,,P.O Box 37005,,Nairobi,00100,Susan Mutua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12879,Bahati Health Centre,Nairobi,Nairobi,Makadara,Bahati,Health Centre,Local Authority,Bahati,Bahati,Makadara Law Courts,MAKADARA,Makadara,24,0,0518013401,,,,P.O Box 330108,,Nairobi,,Pamela Kwasi,Nursing Officer in Charge,Y,Y,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
12880,Bahati Medical Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,,MAKADARA,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
21273,Baldo Ippolita Catholic Health Centre,Nairobi,Nairobi,Embakasi South,Mukuru,Medical Clinic,Private Practice - Nurse / Midwife,Mukuru,Pipeline,Donholm quarrel near honey suckle estate,EMBAKASI SOUTH,Pipeline,7,0,,,0732435880,baldoippolita@gmail.com,P.O Box 3232,0726717453,Nairobi,00506,Sr Teresa Kairu,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19428,Bans Optical (Nairobi),Nairobi,Nairobi,Starehe,Central,Eye Centre,Private Practice - Unspecified,Central,Central,Located at Twiga Towers,STAREHE,City Market,0,0,,,,,,,,,,Doctor In Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20206,Bar Hostess Empowerment and Support Programme (Makadara),Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Non-Governmental Organizations,Makongeni,Makongeni,Along Jogoo Road Hashi Petrol Station Opposite Maziwa Stage,MAKADARA,Uhuru Market,0,0,,,,,P.O Box 32821,,Nairobi,00600,Victot Mainga Dominic,Clinical Officer,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
18468,Bar Hostess Empowerment Support Program VCT,Nairobi,Nairobi,Ruaraka,Ruaraka,VCT Centre (Stand-Alone),Non-Governmental Organizations,Ruaraka,Mathare,Alsops near shell petrol station or Ruaraka sec sch,RUARAKA,Alsops,0,0,,,0721523469,barhostess@yahoo.com,P.O Box 32821,0722520833,Nairobi,00600,Purity Wanjiku,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19571,Dr Stephen Macharia Medical Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Practice - General Practitioner,Central,Central,Located in CBD,STAREHE,City Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12928,Dr Were Medical Clinic,Nairobi,Nairobi,Dagoretti North,kilimani,Medical Clinic,Private Practice - Unspecified,Kilimani,,,DAGORETTI NORTH,Nairobi,0,0,,,,,,,,,Dr Were ,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20393,Dr.Charles.J.R.Opondo (landmark plaza),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Medical Specialist,Kilimani,Kilimani,"Along Argwings Kodhek road, opposite Nairobi Hospital, landmark plaza, 
1st floor, block A",DAGORETTI NORTH,Hurlingham,0,0,0200433781,,070671851,cropondo@nbet.co.ke,P.O Box 57097,072517598,Nairobi,00200,Dr.Charles J.R.Opondo,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20394,Dr.Henry Wellington Alube (landmark plaza),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - General Practitioner,Kilimani,Kilimani,"Along Argwings Kodhek road, opposite Nairobi Hospital, landmark plaza,
1st floor, Block A",DAGORETTI NORTH,Hurlingham,0,0,0202047987,,0722669650,AlubeH@hotmail.com,P.O Box 62467,,Nairobi,00200,Dr.Henry.W.Alube,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20397,Dr.K.Gicheru(Upper Hill Centre),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Medical Specialist,Kilimani,Kilimani,"Along Ralph Bunche Road, Upper Hill Medical Centre, 3rd floor Suite 3H.",DAGORETTI NORTH,Hurlingham,0,0,0202572561,,0202721580,drkgicheru@yahoo.com,P.O Box 60397,,Nairobi,00200,Dr.K.Gicheru,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12872,Arrow Web Maternity and Nursing Home,Nairobi,Nairobi,Embakasi Central,Embakasi,Nursing Home,Non-Governmental Organizations,Kayole,Kayole,Opp.  Imara Primary School,EMBAKASI CENTRAL,Nairobi,14,2,0202063919,,0722521005,info@arrowwebhospital.org,P.O Box 756,020780197,KAYOLE,00518,Bramuel Simiyu Jackson,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
19560,Artisan Dental Laboratory (Nairobi),Nairobi,Nairobi,Starehe,Central,Laboratory (Stand-alone),Private Practice - Unspecified,Central,Central,Located along Haille Selassie ,STAREHE,Wakulima market,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12873,Aski Medical Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,Near Koyole cornermbaya,EMBAKASI CENTRAL,Nairobi,0,0,,,,,,,,,,,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18348,Association of Physically Disabled of Kenya,Nairobi,Nairobi,Westlands,Parklands,Health Project,Non-Governmental Organizations,Parklands,Parklands,"Along Waiyaki Way, next to Kabete Barracks",WESTLANDS,ABC Place,0,0,04451523,,0734590497,apdknbi@africaonline.co.ke,P.O Box 46747,0734590497,Nairobi,00100,Walter Odhiambo,Hospital Director,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19035,Chonesus Clinic,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Christian Health Association of Kenya,Laini Saba,Laini Saba,Near St.John School and Frepals Nursing Home,KIBRA,Near St.John School,0,0,,,,,P.O Box 35874,,Nairobi,00200,Benard Akeng'o,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12895,Christian Aid Dispensary,Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Private Enterprise (Institution),Githurai,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
12886,Bomas of Kenya Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Parastatal,Lang'ata,Bomas,"Within Bomas of Kenya,off Lang'ata rd.",LANG'ATA,Bomas,0,0,020891801,020890319,,bomas@africaonline.co.ke,P.O Box 40689,020891802,Nairobi,00100,Mrs.Konyino,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12882,Bethel Clinic,Nairobi,Nairobi,Starehe,Central,Medical Clinic,Private Enterprise (Institution),Huruma,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
20374,Beyond the Bridge Vision VCT,Nairobi,Nairobi,Langata,Langata,VCT Centre (Stand-Alone),Non-Governmental Organizations,Mugumoini,Mugumoini,After the National Housing Estate next to Kibera South Health Center,LANG'ATA,Otiende,0,0,0202411181,,,info@beyondbridge.org,P.O Box 9254,,Nairobi,00300,Millicent Akinyi,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12883,Biafra Lions Clinic,Nairobi,Nairobi,Kamukunji,Eastleign South,Medical Clinic,Local Authority,Eastleigh Section 111,Eastleigh south,Near Biafra Mosque,KAMUKUNJI,Biafra Mosque,0,0,,,,,,,,,Habiba Maalim,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12884,Biafra Medical Clinic,Nairobi,Nairobi,Kamukunji,Pumwani,Dispensary,Private Enterprise (Institution),Eastleigh North,Eastleigh North,opposite AL RAHMA Mosque,KAMUKUNJI,Biafra Alrahma Mosque,0,0,6760760,,0700080777,biaframedicalclinic@gmail.com,P.O Box 16212,0723993086,Nairobi,001,Caroline Mulwa,Clinical Officer,N,Y,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
16801,Al-Gadhir Clinic,Nairobi,Nairobi,Dagoretti North,Dagoretti,Medical Clinic,Non-Governmental Organizations,Kawangware,Kawangware,,DAGORETTI NORTH,Riruta,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12869,Alice Nursing Home,Nairobi,Nairobi,Embakasi South,Embakasi,Nursing Home,Private Enterprise (Institution),Mukuru,Kwa Njenga,Near Mumuru MMM,EMBAKASI SOUTH,Nairobi- Mukuru,8,2,,,,,,,,,,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
20636,All Care Medical Centre,Nairobi,Nairobi,Langata,Langata,Medical Clinic,Private Practice - Unspecified,Karen,Karen,"At Karen shopping centre
Tana House 2nd floor",LANG'ATA,At Karen shopping centre,0,0,,,,allcaremedicentre@gmail.com,P.O Box 24605,0789708299,"Karen, Nairobi",00502, Dr. Bagwasi,Medical Superintendant,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17847,Alliance Medical Centre,Nairobi,Nairobi,Kamukunji,Eastleigh South,Medical Clinic,Private Enterprise (Institution),Eastleigh South,Eastleigh South,Eastleigh Round About Garage,KAMUKUNJI,Garissa Lodge Market,20,1,0202336964,,0718739266,alliance@yahoo.com,P.O Box 20801,0732742078,Nairobi,00202,Dr. Liiban A.Ahmed,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19520,Aculaser Institute,Nairobi,Nairobi,Westlands,Parklands,Training Institution in Health (Stand-alone),Private Enterprise (Institution),Parklands,,,WESTLANDS,,4,1,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18535,Adventist Centre For Care and Support (Kilimani),Nairobi,Nairobi,Dagoretti North,Kilimani,VCT Centre (Stand-Alone),Other Faith Based,Kilimani,Kilimani,"Along Milimani Road, opposite former CID headquarters next to Heron Court Hotel.(Inside Maxwell SDA Church)",DAGORETTI NORTH,Nairobi,0,0,020733674,,,accsnews@gmail.com,P.O Box 47033,,Nairobi,00100,Felicia Onimbo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20090,African Divine Church-Org,Nairobi,Nairobi,Mathare,Mathare,VCT Centre (Stand-Alone),Other Faith Based,Mathare,Mabati-ni,"Situated along Juja Rd,Off Mathare North Rd (Chiefs Camp)",MATHARE,,0,0,,,,africandivinechurch@yahoo.com,P.O Box 58062,,Nairobi,0200,Judith namasaka,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18769,Al Amin Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Health Centre,Private Practice - Clinical Officer,Eastleigh North,Eastleigh North,Near Wood Street Health Center,KAMUKUNJI,Garissa Lodge,14,0,,0722786443,0721700819,,,0721700819,,,Mohamed Hassan,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19608,Al-Fallah Medical Clinic,Nairobi,Nairobi,Kamukunji,,Medical Clinic,Private Enterprise (Institution),,,,KAMUKUNJI,,5,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12868,Aga Khan University Hospital (Buruburu),Nairobi,Nairobi,Makadara,Makadara,Dispensary,Private Enterprise (Institution),Makadara,Harambee,Mumias Road Buruburu Shopping Centre Behind Kenya National Library,MAKADARA,Nairobi,0,0,0207789889,,0737408451,buruburuclinic@ku.edu,P.O Box 30270,,Nairobi,00100,John Irungu,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20404,Aga Khan University Hospital (Capital Centre),Nairobi,Nairobi,Starehe,Nairobi South,Medical Clinic,Private Practice - General Practitioner,Nairobi South,Nairobi South,Along Mombasa Road at Uchumi Capital Centre,STAREHE,Capital Centre,0,0,,,,,,,Nairobi,,John Irungu,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20388,AIC Zion Medical Clinic,Nairobi,Nairobi,Mathare,Huruma,Medical Clinic,Other Faith Based,Huruma,Huruma,Situated near Mundika Nursing Home,MATHARE,,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
